source_campaign,campaign_name,campaign_run_id,experiment_name,status,run_dir,error,tag_version,tag_config_path,tag_max_num_batched_tokens,tag_max_model_len,tag_benchmark_family,git_sha,vllm_commit,torch_version,cpu_model,num_threads,peak_throughput_tokens_per_s,max_concurrency,latency_p95_at_max_concurrency,error_rate_at_max_concurrency,server_log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public.yaml-mbt4096-ml4096,failed,,Server process exited early with code 1,main,local_vllm_public.yaml,4096,4096,vllm-015-main-regression,,,,Intel(R) Xeon(R) Processor,4,,,,,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public-yaml-mbt4096-ml4096.log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public.yaml-mbt4096-ml8192,ok,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/runs/vllm-main-local_vllm_public-yaml-mbt4096-ml8192/local-vllm-public-vllm-main-local_vllm_public-yaml-mbt4096-ml8192_20260317_074715,,main,local_vllm_public.yaml,4096,8192,vllm-015-main-regression,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,43.42135999464239,16.0,3229.433569498906,0.0,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public-yaml-mbt4096-ml8192.log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public_long_prompts.yaml-mbt2048-ml4096,ok,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/runs/vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml4096/local-vllm-public-long-prompts-vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml4096_20260317_074847,,main,local_vllm_public_long_prompts.yaml,2048,4096,vllm-015-main-regression,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,41.40009076061485,16.0,4262.523675400007,0.0,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml4096.log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public_long_prompts.yaml-mbt2048-ml8192,ok,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/runs/vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml8192/local-vllm-public-long-prompts-vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml8192_20260317_075039,,main,local_vllm_public_long_prompts.yaml,2048,8192,vllm-015-main-regression,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,36.70991020773658,16.0,4313.374433349964,0.0,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public_long_prompts-yaml-mbt2048-ml8192.log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public_long_prompts.yaml-mbt4096-ml4096,ok,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/runs/vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml4096/local-vllm-public-long-prompts-vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml4096_20260317_075251,,main,local_vllm_public_long_prompts.yaml,4096,4096,vllm-015-main-regression,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,34.54815956390627,16.0,4934.490982749776,0.0,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml4096.log
full_clean_run,overnight-vllm-015-main-cpu-regression,20260317_073938,vllm-main-local_vllm_public_long_prompts.yaml-mbt4096-ml8192,ok,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/runs/vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml8192/local-vllm-public-long-prompts-vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml8192_20260317_075504,,main,local_vllm_public_long_prompts.yaml,4096,8192,vllm-015-main-regression,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,35.87393805873071,16.0,5136.42295795089,0.0,/workspace/results/campaigns/overnight-vllm-015-main-cpu-regression_20260317_073938/logs/vllm-main-local_vllm_public_long_prompts-yaml-mbt4096-ml8192.log
confirm_mbt_ml4096,confirm-vllm-015-main-longprompts-mbt-sweep,20260317_075750,confirm-vllm-0.15.0-longprompts-mbt2048-ml4096,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/runs/confirm-vllm-0-15-0-longprompts-mbt2048-ml4096/local-vllm-public-long-prompts-confirm-vllm-0-15-0-longprompts-mbt2048-ml4096_20260317_075752,,0.15.0,,2048,4096,vllm-015-main-confirmation,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,0.15.0,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,19.25449663893764,16.0,,1.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/logs/confirm-vllm-0-15-0-longprompts-mbt2048-ml4096.log
confirm_mbt_ml4096,confirm-vllm-015-main-longprompts-mbt-sweep,20260317_075750,confirm-vllm-0.15.0-longprompts-mbt4096-ml4096,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/runs/confirm-vllm-0-15-0-longprompts-mbt4096-ml4096/local-vllm-public-long-prompts-confirm-vllm-0-15-0-longprompts-mbt4096-ml4096_20260317_075934,,0.15.0,,4096,4096,vllm-015-main-confirmation,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,0.15.0,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,41.17532557877629,16.0,4225.189633501759,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/logs/confirm-vllm-0-15-0-longprompts-mbt4096-ml4096.log
confirm_mbt_ml4096,confirm-vllm-015-main-longprompts-mbt-sweep,20260317_075750,confirm-vllm-main-longprompts-mbt2048-ml4096,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/runs/confirm-vllm-main-longprompts-mbt2048-ml4096/local-vllm-public-long-prompts-confirm-vllm-main-longprompts-mbt2048-ml4096_20260317_080117,,main,,2048,4096,vllm-015-main-confirmation,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,36.21008621139689,16.0,4594.052954947256,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/logs/confirm-vllm-main-longprompts-mbt2048-ml4096.log
confirm_mbt_ml4096,confirm-vllm-015-main-longprompts-mbt-sweep,20260317_075750,confirm-vllm-main-longprompts-mbt4096-ml4096,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/runs/confirm-vllm-main-longprompts-mbt4096-ml4096/local-vllm-public-long-prompts-confirm-vllm-main-longprompts-mbt4096-ml4096_20260317_080338,,main,,4096,4096,vllm-015-main-confirmation,fa7fb06bb11eeac6c25ad5e5673c2bf158cb0cfc,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,33.512560583453244,16.0,4629.227569247814,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep_20260317_075750/logs/confirm-vllm-main-longprompts-mbt4096-ml4096.log
confirm_mbt_ml8192,confirm-vllm-015-main-longprompts-mbt-sweep-ml8192,20260317_080847,confirm-vllm-0.15.0-longprompts-mbt2048-ml8192,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/runs/confirm-vllm-0-15-0-longprompts-mbt2048-ml8192/local-vllm-public-long-prompts-confirm-vllm-0-15-0-longprompts-mbt2048-ml8192_20260317_080849,,0.15.0,,2048,8192,vllm-015-main-confirmation,973499d0c4f220a3d30bb9ab24170560edd8ec3c,0.15.0,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,18.531584897335765,16.0,,1.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/logs/confirm-vllm-0-15-0-longprompts-mbt2048-ml8192.log
confirm_mbt_ml8192,confirm-vllm-015-main-longprompts-mbt-sweep-ml8192,20260317_080847,confirm-vllm-0.15.0-longprompts-mbt4096-ml8192,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/runs/confirm-vllm-0-15-0-longprompts-mbt4096-ml8192/local-vllm-public-long-prompts-confirm-vllm-0-15-0-longprompts-mbt4096-ml8192_20260317_081023,,0.15.0,,4096,8192,vllm-015-main-confirmation,973499d0c4f220a3d30bb9ab24170560edd8ec3c,0.15.0,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,42.248834427221,16.0,4125.456243801091,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/logs/confirm-vllm-0-15-0-longprompts-mbt4096-ml8192.log
confirm_mbt_ml8192,confirm-vllm-015-main-longprompts-mbt-sweep-ml8192,20260317_080847,confirm-vllm-main-longprompts-mbt2048-ml8192,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/runs/confirm-vllm-main-longprompts-mbt2048-ml8192/local-vllm-public-long-prompts-confirm-vllm-main-longprompts-mbt2048-ml8192_20260317_081206,,main,,2048,8192,vllm-015-main-confirmation,973499d0c4f220a3d30bb9ab24170560edd8ec3c,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,30.62004082658146,16.0,4386.303189599857,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/logs/confirm-vllm-main-longprompts-mbt2048-ml8192.log
confirm_mbt_ml8192,confirm-vllm-015-main-longprompts-mbt-sweep-ml8192,20260317_080847,confirm-vllm-main-longprompts-mbt4096-ml8192,ok,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/runs/confirm-vllm-main-longprompts-mbt4096-ml8192/local-vllm-public-long-prompts-confirm-vllm-main-longprompts-mbt4096-ml8192_20260317_081432,,main,,4096,8192,vllm-015-main-confirmation,973499d0c4f220a3d30bb9ab24170560edd8ec3c,8a680463f,2.10.0+cpu,Intel(R) Xeon(R) Processor,4,32.37116147292159,16.0,4759.1499037991525,0.0,/workspace/results/campaigns/confirm-vllm-015-main-longprompts-mbt-sweep-ml8192_20260317_080847/logs/confirm-vllm-main-longprompts-mbt4096-ml8192.log
